Timestamp,SequenceNumber,MavlinkCommand,IPSourceHost,TCPSourcePort,IPDestHost,TCPDestPort,PacketLength
1679497283.238177217,3774041138,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.246418673,3927623709,22,172.16.0.8,5760,10.241.115.1,38510,324
1679497283.246524138,4265928849,102,172.16.0.8,5760,10.241.115.1,46882,250
1679497283.246608353,3927623981,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.246619890,4265929047,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.246670545,3927624110,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.246681007,4265929176,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.246704226,3927624179,30,172.16.0.8,5760,10.241.115.1,38510,92
1679497283.246713928,4265929245,30,172.16.0.8,5760,10.241.115.1,46882,92
1679497283.246723119,3927624219,1,172.16.0.8,5760,10.241.115.1,38510,95
1679497283.246731317,4265929285,1,172.16.0.8,5760,10.241.115.1,46882,95
1679497283.246752140,3927624262,125,172.16.0.8,5760,10.241.115.1,38510,69
1679497283.255076136,3774041151,20,10.241.115.1,46882,172.16.0.8,5760,597
1679497283.256558242,4265928812,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.256673669,4265929328,125,172.16.0.8,5760,10.241.115.1,46882,656
1679497283.260822297,3927624279,,172.16.0.8,5760,10.241.115.1,38510,652
1679497283.260865304,3927624879,20,172.16.0.8,5760,10.241.115.1,38510,169
1679497283.275502212,3927624996,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.275583604,3927625009,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.275594568,3927625022,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.275620297,3927625035,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.275627270,3927625048,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.275633931,3927625061,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.275640624,4265929932,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.284642422,4265929969,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.284721558,4265930006,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.284730315,4265930043,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.284754183,3927625074,20,172.16.0.8,5760,10.241.115.1,38510,273
1679497283.284780677,3927625295,20,172.16.0.8,5760,10.241.115.1,38510,273
1679497283.293749025,3927625516,20,172.16.0.8,5760,10.241.115.1,38510,657
1679497283.293834289,3927626121,22,172.16.0.8,5760,10.241.115.1,38510,361
1679497283.293870303,4265930080,22,172.16.0.8,5760,10.241.115.1,46882,805
1679497283.356544575,3927626430,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.356636623,4265930833,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.356672442,3927626559,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.365240657,4265930962,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.365290209,3927626628,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.365335255,4265931031,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.365376926,3927626757,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.365389621,4265931160,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.374488867,3927626826,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.374509375,4265931229,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.374522378,3927626863,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.374531142,4265931266,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.374556397,3927626900,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.374563661,3927626937,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.374570233,3927626974,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.374593879,3927627011,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.375486538,3927627048,22,172.16.0.8,5760,10.241.115.1,38510,607
1679497283.375515070,4265931303,22,172.16.0.8,5760,10.241.115.1,46882,681
1679497283.375535461,4265931932,22,172.16.0.8,5760,10.241.115.1,46882,126
1679497283.393410799,4265932006,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.397463054,4265932135,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.397491480,3927627603,102,172.16.0.8,5760,10.241.115.1,38510,250
1679497283.436221582,3927627801,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.436264505,4265932204,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.436277631,3927627930,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.445265812,4265932333,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.445307455,3927627999,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.445318755,4265932402,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.445349746,3927628128,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.445370704,4265932531,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.476237355,3927628197,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.476268750,4265932600,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.476300632,3927628234,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.476327211,4265932637,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.476360209,3927628271,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.485462370,4265932674,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.485488415,3927628308,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.485499208,4265932711,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.485508612,3927628345,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.485536296,4265932748,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.485544379,3927628382,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.485569605,3927628419,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.485576882,3927628548,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.502667240,4265932785,22,172.16.0.8,5760,10.241.115.1,46882,287
1679497283.513310814,3927628617,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.513354001,4265933020,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.513369030,3927628746,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.513378838,4265933149,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.556367071,3927628815,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.556394883,4265933218,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.556407307,3927628944,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.565467253,4265933347,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.598614885,3927629013,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.598653402,4265933416,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.598669422,3927629050,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.598679290,4265933453,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.598687171,3927629087,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.598694772,4265933490,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.598702299,3927629124,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.598709901,4265933527,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.598717468,3927629161,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.598725109,4265933564,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.599413779,3774041684,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.599517656,3774041697,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.599595900,3774041710,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.599724969,3774041723,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.599840330,3774041736,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.599967508,3774041749,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.600033056,3774041762,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.600102870,3774041775,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.600153927,3774041788,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.600223547,3774041801,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497283.600670665,3927629198,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.600695914,4265933601,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.600710190,3927629327,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.619699257,4045124237,0,10.241.115.1,38510,172.16.0.8,5760,91
1679497283.622288101,4265933730,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.622372753,3774041814,20,10.241.115.1,46882,172.16.0.8,5760,585
1679497283.631597816,3927629396,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.631681630,4265933799,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.631690728,3927629409,20,172.16.0.8,5760,10.241.115.1,38510,298
1679497283.631697036,3927629655,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.631703013,4265933928,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.631708804,4265933997,0,172.16.0.8,5760,10.241.115.1,46882,73
1679497283.640322775,3927629724,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.640348383,3927629737,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.640359079,3927629750,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.640367312,3927629763,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.640375049,3927629776,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.640398681,3927629789,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497283.649555759,4265934018,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.649582586,4265934147,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.649594398,3927629802,20,172.16.0.8,5760,10.241.115.1,38510,273
1679497283.649603560,3927630023,20,172.16.0.8,5760,10.241.115.1,38510,273
1679497283.649620224,3927630244,20,172.16.0.8,5760,10.241.115.1,38510,263
1679497283.676393161,3927630455,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.676431362,4265934216,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.676448307,3927630492,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.676457973,4265934253,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.676496103,3927630529,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.685732417,4265934290,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.685795210,3927630566,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.685809104,4265934327,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.685817543,3927630603,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.685825617,4265934364,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.685841485,3927630640,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.685865903,4265934401,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.685900929,3927630769,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.685909016,4265934530,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.716773226,3927630838,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.716868898,4265934599,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.716888819,3927630967,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.725218742,4265934728,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.756546816,3927631036,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.756613890,4265934797,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.756639501,3927631165,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.765479781,4265934926,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.790713589,3927631234,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.790776208,4265934995,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.790785396,3927631271,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.790791511,4265935032,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.790797351,3927631308,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.790823146,4265935069,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.790829253,3927631345,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.790834773,4265935106,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.790840225,3927631382,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.790845636,4265935143,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.790850978,3927631419,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.790856195,4265935180,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.790861616,3927631456,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.791794636,4265935217,22,172.16.0.8,5760,10.241.115.1,46882,681
1679497283.791857194,3927631493,22,172.16.0.8,5760,10.241.115.1,38510,681
1679497283.791872492,3927632122,22,172.16.0.8,5760,10.241.115.1,38510,287
1679497283.800541184,4265935846,22,172.16.0.8,5760,10.241.115.1,46882,324
1679497283.820328357,3927632357,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.820386054,4265936118,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.829325627,3927632486,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.829399071,4265936247,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.844830626,3927632555,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.844886667,4265936316,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.844933305,3927632684,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.844940648,4265936445,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.876165527,3927632753,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.876199973,4265936514,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.876213538,3927632790,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.876222550,4265936551,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.876247265,3927632827,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.885412058,4265936588,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.885470425,3927632864,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.885486650,4265936625,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.885541179,3927632901,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497283.885579069,4265936662,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497283.885606113,3927632938,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.885616281,4265936699,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.885624372,3927633067,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.894328526,4265936828,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.910548552,3927633136,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.910569553,4265936897,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.910580932,3927633265,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.910588969,4265937026,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497283.956187613,3927633334,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497283.956211633,4265937095,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497283.956225148,3927633463,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497283.956606122,3774042347,0,10.241.115.1,46882,172.16.0.8,5760,73
1679497283.965374911,4265937224,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.015833272,3774042368,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.015899392,3774042381,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.016011862,3774042394,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.016074090,3774042407,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.016120913,3774042420,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.016199256,3774042433,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.016232437,3774042446,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.016282854,3774042459,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.016357665,3774042472,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.081366479,3927633936,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.081487303,3927634065,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.081581886,4265937676,102,172.16.0.8,5760,10.241.115.1,46882,250
1679497284.081628498,3774042485,20,10.241.115.1,46882,172.16.0.8,5760,610
1679497284.081785022,3927634134,20,172.16.0.8,5760,10.241.115.1,38510,367
1679497284.106803062,4045124276,66,10.241.115.1,38510,172.16.0.8,5760,82
1679497284.111544579,4265937874,102,172.16.0.8,5760,10.241.115.1,46882,654
1679497284.111605024,3927633532,0,172.16.0.8,5760,10.241.115.1,38510,456
1679497284.111716032,3927634449,22,172.16.0.8,5760,10.241.115.1,38510,456
1679497284.111891999,3927634853,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497284.156131371,4265938476,102,172.16.0.8,5760,10.241.115.1,46882,250
1679497284.165355505,3927634866,20,172.16.0.8,5760,10.241.115.1,38510,273
1679497284.165372191,3927635087,20,172.16.0.8,5760,10.241.115.1,38510,273
1679497284.165380472,3927635308,20,172.16.0.8,5760,10.241.115.1,38510,341
1679497284.165387495,3927635597,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.165394540,4265938674,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.165404081,3927635726,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.165411592,4265938803,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.174551300,3927635795,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.174567727,4265938872,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.174601194,3927635832,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.174609874,4265938909,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.174617790,4265938946,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.175607801,4265938983,22,172.16.0.8,5760,10.241.115.1,46882,681
1679497284.175625785,4265939612,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.242986600,4265939649,102,172.16.0.8,5760,10.241.115.1,46882,250
1679497284.243072801,3927636770,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.243158042,4265939847,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.243176110,3927636899,1,172.16.0.8,5760,10.241.115.1,38510,95
1679497284.243308926,4265939976,1,172.16.0.8,5760,10.241.115.1,46882,95
1679497284.243367791,3927636942,125,172.16.0.8,5760,10.241.115.1,38510,69
1679497284.243457396,4265940019,125,172.16.0.8,5760,10.241.115.1,46882,69
1679497284.243491179,3927636959,,172.16.0.8,5760,10.241.115.1,38510,70
1679497284.243526189,4265940036,,172.16.0.8,5760,10.241.115.1,46882,70
1679497284.243537904,3927636977,62,172.16.0.8,5760,10.241.115.1,38510,72
1679497284.243595619,4265940054,62,172.16.0.8,5760,10.241.115.1,46882,72
1679497284.243612752,3927636997,42,172.16.0.8,5760,10.241.115.1,38510,65
1679497284.293889369,4265940074,42,172.16.0.8,5760,10.241.115.1,46882,710
1679497284.293903742,3927637010,27,172.16.0.8,5760,10.241.115.1,38510,697
1679497284.294905793,3927637655,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.294929432,4265940732,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.294939426,3927637692,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.294947511,4265940769,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.294955580,4265940806,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.294971950,4265940843,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.294998387,4265940880,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.303481542,3927637729,22,172.16.0.8,5760,10.241.115.1,38510,361
1679497284.305439472,4265940917,102,172.16.0.8,5760,10.241.115.1,46882,250
1679497284.310389875,3927638038,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.310411834,4265941115,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.310434191,3927638167,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.310444041,4265941244,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.356428682,3927638236,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.356469641,4265941313,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.356484083,3927638365,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.365364711,4265941442,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.374577490,3927638434,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.374632257,4265941511,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.374649757,3927638471,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.374661792,4265941548,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.374695828,3927638508,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.374709202,4265941585,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.374721417,3927638545,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.374733076,4265941622,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.374802480,3927638582,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.374816606,4265941659,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.392735738,3927638619,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.392767196,4265941696,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.393197522,3774043031,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393266378,3774043044,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393370882,3774043057,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393454702,3774043070,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393547884,3774043083,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393626247,3774043096,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393694891,3774043109,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393754136,3774043122,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393811040,3774043135,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.393855810,3774043148,20,10.241.115.1,46882,172.16.0.8,5760,65
1679497284.396268451,3927638748,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.396293947,4265941825,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.412214697,3774043161,20,10.241.115.1,46882,172.16.0.8,5760,593
1679497284.412242137,3927638817,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497284.412271467,3927638830,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497284.412300772,3927638843,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497284.421479549,3927638856,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497284.421522781,4265941894,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.421535521,4265942023,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.421544096,3927638869,20,172.16.0.8,5760,10.241.115.1,38510,328
1679497284.430643881,3927639145,20,172.16.0.8,5760,10.241.115.1,38510,65
1679497284.430696231,3927639158,20,172.16.0.8,5760,10.241.115.1,38510,273
1679497284.430711812,3927639379,20,172.16.0.8,5760,10.241.115.1,38510,275
1679497284.430727051,3927639602,20,172.16.0.8,5760,10.241.115.1,38510,136
1679497284.432774480,3927639686,30,172.16.0.8,5760,10.241.115.1,38510,92
1679497284.432797317,4265942092,30,172.16.0.8,5760,10.241.115.1,46882,92
1679497284.432816678,3927639726,74,172.16.0.8,5760,10.241.115.1,38510,82
1679497284.432830192,4265942132,74,172.16.0.8,5760,10.241.115.1,46882,82
1679497284.432841045,4265942162,,172.16.0.8,5760,10.241.115.1,46882,80
1679497284.476482466,4265942190,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.476526171,4265942319,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.501738784,3927639756,,172.16.0.8,5760,10.241.115.1,38510,278
1679497284.501775802,3927639982,33,172.16.0.8,5760,10.241.115.1,38510,92
1679497284.501786290,4265942388,33,172.16.0.8,5760,10.241.115.1,46882,92
1679497284.501797977,3927640022,32,172.16.0.8,5760,10.241.115.1,38510,92
1679497284.501823675,4265942428,32,172.16.0.8,5760,10.241.115.1,46882,92
1679497284.501857025,3927640062,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.501865292,4265942468,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.501872933,3927640099,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.501880472,4265942505,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.501888162,3927640136,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.510406224,4265942542,22,172.16.0.8,5760,10.241.115.1,46882,805
1679497284.510432627,4265943295,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.511382395,4265943424,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.512436665,3927640173,22,172.16.0.8,5760,10.241.115.1,38510,897
1679497284.513363040,3927641018,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.556326742,3927641087,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.556350365,4265943493,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.556368331,3927641216,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.565458830,4265943622,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.590360508,3927641285,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.590384101,4265943691,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.590396137,3927641322,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.590405371,4265943728,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.590418309,3927641359,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.590448032,4265943765,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.590455738,3927641396,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.590462796,4265943802,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.590469499,3927641433,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497284.590476101,4265943839,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497284.617522508,4045124294,0,10.241.115.1,38510,172.16.0.8,5760,91
1679497284.680287262,3927641668,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.680342633,4265944074,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.680365711,3927641797,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.680431219,4265944203,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497284.680466468,4265944272,0,172.16.0.8,5760,10.241.115.1,46882,73
1679497284.680507263,3927641866,36,172.16.0.8,5760,10.241.115.1,38510,76
1679497284.680532685,4265944293,36,172.16.0.8,5760,10.241.115.1,46882,76
1679497284.680542987,3927641890,65,172.16.0.8,5760,10.241.115.1,38510,106
1679497284.680550272,4265944317,65,172.16.0.8,5760,10.241.115.1,46882,106
1679497284.680574607,3927641944,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497284.680584177,4265944371,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497284.680593394,3927642073,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497284.717517486,3774043702,20,10.241.115.1,46882,172.16.0.8,5760,65
