Timestamp,SequenceNumber,MavlinkCommand,IPSourceHost,TCPSourcePort,IPDestHost,TCPDestPort,PacketLength
1679497291.645488567,4266014896,30,172.16.0.8,5760,10.241.115.1,46882,92
1679497291.645512933,3927716070,74,172.16.0.8,5760,10.241.115.1,38510,82
1679497291.645544195,4266014936,74,172.16.0.8,5760,10.241.115.1,46882,82
1679497291.645552438,3927716100,,172.16.0.8,5760,10.241.115.1,38510,80
1679497291.645560117,4266014966,,172.16.0.8,5760,10.241.115.1,46882,80
1679497291.645568344,3927716128,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.645576150,4266014994,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.654420001,3927716257,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.654453012,4266015123,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.679878160,3927716326,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.679924071,4266015192,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.679937723,3927716363,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.679945830,4266015229,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.679952953,3927716400,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.679959831,4266015266,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.716470176,3927716437,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.716500860,4266015303,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.716513837,3927716566,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.725245019,4266015432,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.725284992,3927716635,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.725300542,4266015501,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.725333107,3927716764,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.725354319,4266015630,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.758178177,3927716833,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.758203484,4266015699,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.758237120,3927716962,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.782523135,4266015828,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.782544398,3927717031,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.782572055,4266015897,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.782580368,3927717068,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.782612254,4266015934,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.782639298,3927717105,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.782648147,4266015971,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.791459924,3927717142,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.791501676,4266016008,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.791513573,3927717271,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.791545977,4266016137,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.836265541,3927717340,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.836313183,4266016206,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.836350728,3927717469,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.845344512,4266016335,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.845376331,3927717538,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.845390597,4266016404,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.845400648,3927717667,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.845408719,4266016533,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.876199427,3927717736,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.876221874,4266016602,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.876242536,3927717773,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.876252162,4266016639,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.876260683,3927717810,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.885290469,4266016676,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.885337775,3927717847,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.885353870,4266016713,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.885363139,3927717976,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.894394203,4266016842,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.916336256,3927718045,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.916424193,4266016911,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.916458125,3927718174,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.925446754,4266017040,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.956167149,3927718243,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.956198009,4266017109,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.956227930,3927718372,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.972220082,4266017238,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497291.972292572,3927718441,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.972329680,4266017307,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.972343290,3927718478,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.972368479,4266017344,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.972399474,3927718515,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497291.972407453,4266017381,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497291.981367995,3927718552,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497291.981393384,4266017418,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497291.981405849,3927718681,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497291.981415090,4266017547,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.036311391,3927718750,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.036370575,4266017616,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.036412099,3927718879,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.045535621,4266017745,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.045568930,3927718948,30,172.16.0.8,5760,10.241.115.1,38510,92
1679497292.045582851,4266017814,30,172.16.0.8,5760,10.241.115.1,46882,92
1679497292.045592213,3927718988,74,172.16.0.8,5760,10.241.115.1,38510,82
1679497292.045619750,4266017854,74,172.16.0.8,5760,10.241.115.1,46882,82
1679497292.045627302,3927719018,,172.16.0.8,5760,10.241.115.1,38510,80
1679497292.045634616,4266017884,,172.16.0.8,5760,10.241.115.1,46882,80
1679497292.045642326,3927719046,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.045650239,4266017912,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.045657930,3927719175,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.045665521,4266018041,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.076362527,3927719244,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.076407356,4266018110,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.076437407,3927719281,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.076445082,4266018147,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.076474974,3927719318,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.085395541,4266018184,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.085483851,3927719355,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.085500186,4266018221,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.085509807,3927719484,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.085518460,4266018350,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.085526731,3927719553,0,172.16.0.8,5760,10.241.115.1,38510,73
1679497292.085534896,4266018419,0,172.16.0.8,5760,10.241.115.1,46882,73
1679497292.108436919,4045124776,66,10.241.115.1,38510,172.16.0.8,5760,70
1679497292.116276397,3927719574,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.116313391,4266018440,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.116327691,3927719703,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.125375882,4266018569,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.125972746,3774047431,0,10.241.115.1,46882,172.16.0.8,5760,73
1679497292.151872014,3927719772,0,172.16.0.8,5760,10.241.115.1,38510,73
1679497292.151999446,3927719793,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.152029334,4266018638,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.152046855,3927719922,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.152061309,4266018767,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.180320374,3927719991,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.189643109,4266018836,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.189697511,3927720028,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.189732569,4266018873,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.189741491,3927720065,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.189749139,4266018910,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.189757105,3927720102,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.189765033,4266018947,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.189772558,3927720231,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.189780478,4266019076,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.236150020,3927720300,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.236175715,4266019145,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.236187568,3927720429,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.245345232,4266019274,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.245370241,3927720498,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.245399420,4266019343,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.245426794,3927720627,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.245435851,4266019472,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.276221710,3927720696,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.276244433,4266019541,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.276254990,3927720733,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.276286459,4266019578,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.276312058,3927720770,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.285442329,4266019615,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.285462030,3927720807,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.285472969,4266019652,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.285481746,3927720936,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.285489633,4266019781,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.316153094,3927721005,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.316181291,4266019850,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.316194619,3927721134,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.332241611,4266019979,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.440315520,3927721401,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.440367966,4266020246,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.440392076,3927721438,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.440430568,4266020283,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.440476493,3927721475,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.440499740,4266020320,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.440523360,3927721512,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.440533532,4266020357,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.440540880,3927721641,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.440547812,4266020486,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.440573085,4266020555,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.440605913,3927721710,102,172.16.0.8,5760,10.241.115.1,38510,348
1679497292.494094895,3927722006,33,172.16.0.8,5760,10.241.115.1,38510,507
1679497292.494182632,4266020684,103,172.16.0.8,5760,10.241.115.1,46882,674
1679497292.494203006,3927722461,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.494213303,4266021306,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.494249006,3927722498,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.494285027,4266021343,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.494295354,4266021380,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.494322829,3927722535,22,172.16.0.8,5760,10.241.115.1,38510,287
1679497292.494354697,4266021417,102,172.16.0.8,5760,10.241.115.1,46882,250
1679497292.556264509,3927722770,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.556303191,4266021615,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.556316775,3927722899,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.565624409,4266021744,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.565655843,3927722968,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.565688704,4266021813,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.565701810,3927723097,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.565740287,4266021942,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.574684597,3927723166,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.574728150,4266022011,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.574791377,3927723203,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.574827459,4266022048,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.574905801,3927723240,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.574918173,4266022085,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.576867868,3927723277,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.576893152,4266022122,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.576906092,3927723406,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.576919782,4266022251,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.614994774,3774047452,76,10.241.115.1,46882,172.16.0.8,5760,95
1679497292.615113391,3774047495,76,10.241.115.1,46882,172.16.0.8,5760,95
1679497292.615251190,3774047538,76,10.241.115.1,46882,172.16.0.8,5760,95
1679497292.615373805,3774047581,76,10.241.115.1,46882,172.16.0.8,5760,95
1679497292.617180118,4045124794,0,10.241.115.1,38510,172.16.0.8,5760,91
1679497292.636337199,3927723475,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.636421374,4266022320,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.636455194,3927723604,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.645645315,4266022449,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.645791178,4266022518,0,172.16.0.8,5760,10.241.115.1,46882,73
1679497292.645802556,3927723673,77,172.16.0.8,5760,10.241.115.1,38510,73
1679497292.645825620,4266022539,77,172.16.0.8,5760,10.241.115.1,46882,73
1679497292.645836482,3927723694,77,172.16.0.8,5760,10.241.115.1,38510,73
1679497292.645845741,4266022560,77,172.16.0.8,5760,10.241.115.1,46882,73
1679497292.645854982,3927723715,77,172.16.0.8,5760,10.241.115.1,38510,73
1679497292.645864918,4266022581,77,172.16.0.8,5760,10.241.115.1,46882,73
1679497292.655200543,3927723736,77,172.16.0.8,5760,10.241.115.1,38510,707
1679497292.655303714,4266022602,77,172.16.0.8,5760,10.241.115.1,46882,707
1679497292.677008804,3927724391,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.677369325,4266023257,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.677507991,3927724428,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.677609923,4266023294,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.677642183,3927724465,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.694949015,4266023331,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.695024672,3927724502,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.695064278,4266023368,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.695078815,3927724631,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.695111459,4266023497,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.797581288,4266023566,102,172.16.0.8,5760,10.241.115.1,46882,250
1679497292.797793257,4266023764,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.806615078,4266023893,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.806771715,3927724700,102,172.16.0.8,5760,10.241.115.1,38510,448
1679497292.806802854,4266023962,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.806834481,4266023999,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.806851759,4266024036,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.806869911,4266024073,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.806880995,4266024202,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.887105741,4266024271,102,172.16.0.8,5760,10.241.115.1,46882,546
1679497292.887240065,3927725096,22,172.16.0.8,5760,10.241.115.1,38510,855
1679497292.887287452,3927725899,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.887304570,4266024765,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.887318629,3927725936,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.887348666,4266024802,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.887383560,3927725973,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.887395995,4266024839,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.887409076,3927726010,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.887421375,4266024876,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.887433193,3927726139,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.887463380,4266025005,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.957720590,3927726208,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.957871663,4266025074,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.957964882,3927726337,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.967094054,4266025203,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.967202176,3927726406,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.967244459,4266025272,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.967268433,3927726535,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.967300905,4266025401,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497292.976639943,3927726604,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.976782716,4266025470,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.976852216,3927726641,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.976882921,4266025507,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.976906067,3927726678,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497292.976994744,4266025544,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497292.977509059,3927726715,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497292.977598939,4266025581,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497292.977619946,3927726844,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497292.977634447,4266025710,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.036245106,3927726913,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.036278524,4266025779,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.036290365,3927727042,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.045285600,4266025908,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.045301366,3927727111,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.045334768,4266025977,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.045366372,3927727240,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.045377787,4266026106,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.076269119,3927727309,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.076289151,4266026175,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.076299089,3927727346,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.076306903,4266026212,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.085180086,3927727383,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.085233084,4266026249,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.085248934,3927727512,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.085258079,4266026378,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.085332242,3927727581,0,172.16.0.8,5760,10.241.115.1,38510,73
1679497293.085380331,4266026447,0,172.16.0.8,5760,10.241.115.1,46882,73
1679497293.099928177,4045124833,66,10.241.115.1,38510,172.16.0.8,5760,70
1679497293.116298082,3774047624,76,10.241.115.1,46882,172.16.0.8,5760,93
1679497293.116657642,3927727602,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.116708663,4266026468,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.116733149,3927727731,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.125392322,4266026597,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.176047884,3774047665,0,10.241.115.1,46882,172.16.0.8,5760,73
1679497293.241547982,3927728060,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.241629946,4266026885,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.241681570,3927728097,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.241706468,4266026922,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.241729126,3927728134,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.241791779,4266026959,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.241814691,4266026996,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.241825475,4266027125,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.276849436,3774047686,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.276898935,3774047700,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277060942,3774047714,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277202302,3774047728,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277374065,3774047742,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277420348,3774047756,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277499561,3774047770,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277536756,3774047784,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277610050,3774047798,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.277703414,3774047812,20,10.241.115.1,46882,172.16.0.8,5760,78
1679497293.301658385,3927728171,102,172.16.0.8,5760,10.241.115.1,38510,469
1679497293.301822084,3927728588,30,172.16.0.8,5760,10.241.115.1,38510,348
1679497293.301838104,4266027194,102,172.16.0.8,5760,10.241.115.1,46882,546
1679497293.301849236,3927728884,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.301858429,4266027688,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.301866423,4266027725,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.301922255,3774047826,20,10.241.115.1,46882,172.16.0.8,5760,626
1679497293.365401575,3927728921,22,172.16.0.8,5760,10.241.115.1,38510,662
1679497293.365453804,4266027762,22,172.16.0.8,5760,10.241.115.1,46882,485
1679497293.365473409,3927729531,20,172.16.0.8,5760,10.241.115.1,38510,66
1679497293.365503648,3927729545,20,172.16.0.8,5760,10.241.115.1,38510,290
1679497293.365510929,3927729783,20,172.16.0.8,5760,10.241.115.1,38510,290
1679497293.365540689,3927730021,20,172.16.0.8,5760,10.241.115.1,38510,136
1679497293.365551791,4266028195,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.365566362,4266028324,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.374496574,4266028393,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.392322582,4266028430,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.392339837,4266028559,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.392371071,3927730105,102,172.16.0.8,5760,10.241.115.1,38510,485
1679497293.436292343,3927730538,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.436324242,4266028628,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.436345193,3927730667,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.445210621,4266028757,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.445234575,3927730736,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.445244836,4266028826,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.445252502,3927730865,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.445260009,4266028955,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.476332105,3927730934,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.476380356,4266029024,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.476415928,3927730971,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.476425066,4266029061,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.476432268,3927731008,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.485584691,4266029098,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.485623820,3927731045,242,172.16.0.8,5760,10.241.115.1,38510,120
1679497293.485632309,4266029135,242,172.16.0.8,5760,10.241.115.1,46882,120
1679497293.485638698,3927731113,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.485644942,4266029203,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.494425383,4266029332,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.494446569,3927731242,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.516184041,3927731311,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.516205194,4266029401,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.516216786,3927731440,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.525207335,4266029530,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.558162251,3927731509,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.558186368,4266029599,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.558259932,3927731638,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.583372989,4266029728,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.583403600,3927731707,22,172.16.0.8,5760,10.241.115.1,38510,89
1679497293.583417359,4266029797,22,172.16.0.8,5760,10.241.115.1,46882,89
1679497293.583446736,3927731744,102,172.16.0.8,5760,10.241.115.1,38510,181
1679497293.583455575,4266029834,102,172.16.0.8,5760,10.241.115.1,46882,181
1679497293.583483839,3927731873,103,172.16.0.8,5760,10.241.115.1,38510,121
1679497293.592349797,4266029963,103,172.16.0.8,5760,10.241.115.1,46882,121
1679497293.622780354,4045124851,0,10.241.115.1,38510,172.16.0.8,5760,91
1679497293.680378825,4266030230,0,172.16.0.8,5760,10.241.115.1,46882,73
1679497293.680453793,3927732140,30,172.16.0.8,5760,10.241.115.1,38510,92
1679497293.680491006,4266030251,30,172.16.0.8,5760,10.241.115.1,46882,92
